player,player_num,position,height,weight,birthdate,country,experience,college,team_stat_ranking,age,games,games_started,minutes_played,field_goals,field_goal_attempts,field_goal_percent,points3,points3_attempts,points3_percent,points2,points2_attempts,points2_percent,effective_field_goal_percent,free_throws,free_throw_attempts,free_throw_percent,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls,points,team_salary_ranking,salary,team
Channing Frye,8,power forward,83,255,5/17/83,us,9,University of Arizona,10,32,44,29,754,81,186,0.435,48,121,0.397,33,65,0.508,0.565,19,21,0.905,23,118,141,45,21,20,30,71,229,NA,NA,ORL
Devyn Marble,11,shooting guard,78,200,9/21/92,us,1,University of Iowa,16,23,28,0,249,21,71,0.296,8,32,0.25,13,39,0.333,0.352,10,24,0.417,6,32,38,12,13,1,7,25,60,16,845059,ORL
Dewayne Dedmon,3,center,84,245,8/12/89,us,2,University of Southern California,11,26,58,20,705,99,177,0.559,0,0,NA,99,177,0.559,0.559,57,76,0.75,67,161,228,13,22,46,32,109,255,15,947278,ORL
Elfrid Payton,4,point guard,76,185,2/22/94,us,1,University of Louisiana at Lafayette,3,21,73,69,2145,318,730,0.436,30,92,0.326,288,638,0.451,0.456,112,190,0.589,77,184,261,468,89,20,177,159,778,9,2505720,ORL
Ersan Ilyasova,7,power forward,82,235,5/15/87,tr,7,NA,15,28,22,4,447,64,153,0.418,18,44,0.409,46,109,0.422,0.477,32,45,0.711,45,76,121,12,14,6,12,51,178,3,7900000,ORL
Evan Fournier,10,small forward,79,205,10/29/92,fr,3,NA,1,23,79,71,2566,429,929,0.462,156,390,0.4,273,539,0.506,0.546,199,238,0.836,33,192,225,213,96,2,133,214,1213,11,2288205,ORL
Jason Smith,14,center,84,245,3/2/86,us,7,Colorado State University,8,29,76,2,1181,244,503,0.485,4,16,0.25,240,487,0.493,0.489,54,67,0.806,53,166,219,62,33,65,57,163,546,6,4300000,ORL
Keith Appling,15,point guard,73,185,2/13/92,us,0,Michigan State University,17,23,5,0,27,2,8,0.25,0,3,0,2,5,0.4,0.25,2,2,1,0,1,1,1,1,0,3,5,6,18,161776,ORL
Mario Hezonja,23,small forward,80,215,2/25/95,hr,0,NA,7,20,79,9,1413,181,418,0.433,67,192,0.349,114,226,0.504,0.513,49,54,0.907,28,148,176,109,39,17,97,124,478,8,3741480,ORL
Nikola Vucevic,9,center,84,260,10/24/90,ch,4,University of Southern California,4,25,65,60,2037,533,1046,0.51,2,9,0.222,531,1037,0.512,0.511,113,150,0.753,174,402,576,179,53,70,123,173,1181,1,11250000,ORL
Shabazz Napier,13,point guard,73,175,7/14/91,us,1,University of Connecticut,13,24,55,0,600,68,201,0.338,34,104,0.327,34,97,0.351,0.423,33,45,0.733,9,46,55,97,23,1,46,38,203,12,1294440,ORL
Tobias Harris,12,power forward,81,235,7/15/92,us,4,University of Tennessee,6,23,49,49,1610,251,541,0.464,47,151,0.311,204,390,0.523,0.507,120,153,0.784,71,271,342,99,47,28,78,91,669,NA,NA,ORL
Victor Oladipo,5,shooting guard,76,210,5/4/92,us,2,Indiana University,2,23,72,52,2379,425,970,0.438,98,282,0.348,327,688,0.475,0.489,205,247,0.83,48,297,345,282,116,54,153,174,1153,4,5192520,ORL
Carl Landry,7,power forward,81,248,9/19/83,us,8,Purdue University,12,32,36,12,569,139,250,0.556,6,13,0.462,133,237,0.561,0.568,67,91,0.736,49,97,146,32,12,9,22,69,351,3,6500000,PHI
Christian Wood,35,power forward,83,220,9/27/95,us,0,"University of Nevada, Las Vegas",16,20,17,0,145,22,53,0.415,4,11,0.364,18,42,0.429,0.453,13,21,0.619,13,25,38,3,5,7,2,11,61,22,305789,PHI
Elton Brand,42,center,80,275,3/11/79,us,16,Duke University,14,36,17,1,225,31,72,0.431,0,1,0,31,71,0.437,0.431,8,9,0.889,9,54,63,18,9,8,11,32,70,17,890693,PHI
Hollis Thompson,31,shooting guard,80,206,4/3/91,us,2,Georgetown University,1,24,77,17,2154,270,680,0.397,149,392,0.38,121,288,0.42,0.507,69,96,0.719,54,218,272,99,36,24,76,187,758,16,947276,PHI
Isaiah Canaan,0,shooting guard,72,201,5/21/91,us,2,Murray State University,3,24,77,39,1966,260,722,0.36,176,485,0.363,84,237,0.354,0.482,150,180,0.833,20,154,174,137,56,12,91,133,846,15,947276,PHI
Ish Smith,1,point guard,72,175,7/5/88,us,5,Wake Forest University,7,27,50,50,1622,299,739,0.405,46,137,0.336,253,602,0.42,0.436,89,133,0.669,29,184,213,348,64,18,130,95,733,12,1100602,PHI
Jahlil Okafor,8,center,83,275,12/15/95,us,0,Duke University,9,20,53,48,1591,397,781,0.508,1,6,0.167,396,775,0.511,0.509,133,194,0.686,122,251,373,65,22,61,124,140,928,5,4582680,PHI
JaKarr Sampson,9,small forward,81,214,3/20/93,us,1,St. John's University,11,22,47,18,691,86,202,0.426,6,34,0.176,80,168,0.476,0.441,62,97,0.639,30,99,129,30,11,16,51,91,240,18,845059,PHI
Jerami Grant,39,small forward,80,210,3/12/94,us,1,Syracuse University,2,21,77,52,2066,251,599,0.419,35,146,0.24,216,453,0.477,0.448,212,322,0.658,99,262,361,135,54,127,110,215,749,19,845059,PHI
Kendall Marshall,5,point guard,76,200,8/19/91,us,3,University of North Carolina,13,24,30,6,400,43,118,0.364,16,49,0.327,27,69,0.391,0.432,9,13,0.692,2,26,28,73,16,2,43,30,111,11,2144722,PHI
Nerlens Noel,4,center,83,228,4/10/94,us,1,University of Kentucky,4,21,67,62,1965,306,587,0.521,1,2,0.5,305,585,0.521,0.522,134,227,0.59,154,388,542,122,118,100,158,192,747,6,3457800,PHI
Nik Stauskas,11,shooting guard,78,205,10/7/93,ca,1,University of Michigan,6,22,73,35,1809,210,545,0.385,106,325,0.326,104,220,0.473,0.483,91,118,0.771,23,160,183,138,44,20,94,115,617,8,2869440,PHI
Phil Pressey,26,point guard,71,175,2/17/91,us,2,University of Missouri,15,24,14,0,170,21,55,0.382,4,13,0.308,17,42,0.405,0.418,9,18,0.5,0,23,23,46,11,1,19,14,55,23,172739,PHI
Richaun Holmes,22,power forward,82,245,10/15/93,us,0,Bowling Green State University,10,22,51,1,702,114,222,0.514,8,44,0.182,106,178,0.596,0.532,51,74,0.689,62,73,135,33,19,40,32,92,287,13,1050000,PHI
Robert Covington,33,small forward,81,215,12/14/90,us,2,Tennessee State University,5,25,67,49,1903,274,712,0.385,170,482,0.353,104,230,0.452,0.504,140,177,0.791,65,354,419,97,105,40,143,232,858,14,1000000,PHI
Sonny Weems,9,small forward,78,205,7/8/86,us,3,University of Arkansas,18,29,7,0,78,7,21,0.333,2,9,0.222,5,12,0.417,0.381,1,2,0.5,1,11,12,2,0,0,4,7,17,9,2800000,PHI
T.J. McConnell,12,point guard,74,200,3/25/92,us,0,University of Arizona,8,23,81,17,1606,218,464,0.47,31,89,0.348,187,375,0.499,0.503,26,41,0.634,43,207,250,367,95,10,140,114,493,21,525093,PHI
Tony Wroten,1,point guard,78,205,4/13/93,us,3,University of Washington,17,22,8,3,144,22,65,0.338,3,17,0.176,19,48,0.396,0.362,20,37,0.541,2,19,21,20,3,0,29,11,67,10,2179354,PHI
Alan Williams,15,power forward,80,260,1/28/93,us,0,"University of California, Santa Barbara",19,23,10,0,68,10,24,0.417,0,0,NA,10,24,0.417,0.417,9,14,0.643,14,24,38,5,4,5,6,15,29,18,114285,PHO
Alex Len,21,center,85,260,6/16/93,ua,2,University of Maryland,4,22,78,46,1821,264,624,0.423,1,7,0.143,263,617,0.426,0.424,174,239,0.728,178,416,594,97,38,62,145,230,703,7,3807120,PHO
Archie Goodwin,20,point guard,77,200,8/17/94,us,2,University of Kentucky,9,21,57,13,1114,176,422,0.417,23,99,0.232,153,323,0.474,0.444,130,193,0.674,27,115,142,118,27,13,100,84,505,12,1160160,PHO
Brandon Knight,3,shooting guard,75,189,12/2/91,us,4,University of Kentucky,3,24,52,50,1870,371,895,0.415,120,351,0.342,251,544,0.461,0.482,156,183,0.852,36,166,202,263,61,20,177,124,1018,3,12000000,PHO
Bryce Cotton,8,point guard,73,165,8/11/92,us,1,Providence College,23,23,3,0,33,2,8,0.25,0,3,0,2,5,0.4,0.25,0,0,NA,0,0,0,3,3,0,5,2,4,17,228663,PHO
Chase Budinger,10,small forward,79,209,5/22/88,us,6,University of Arizona,15,27,17,0,200,23,45,0.511,4,17,0.235,19,28,0.679,0.556,5,8,0.625,12,17,29,15,3,1,13,16,55,16,258082,PHO
Cory Jefferson,55,power forward,81,218,12/26/90,us,1,Baylor University,21,25,8,0,50,9,22,0.409,0,1,0,9,21,0.429,0.409,4,6,0.667,6,10,16,0,0,1,0,8,22,15,421449,PHO
Devin Booker,1,shooting guard,78,206,10/30/96,us,0,University of Kentucky,2,19,76,51,2108,367,867,0.423,99,289,0.343,268,578,0.464,0.48,215,256,0.84,27,160,187,200,44,20,160,225,1048,8,2127840,PHO
Eric Bledsoe,2,point guard,73,190,12/9/89,us,5,University of Kentucky,11,26,31,31,1059,223,492,0.453,48,129,0.372,175,363,0.482,0.502,138,172,0.802,18,107,125,190,63,19,110,75,632,1,13086957,PHO
John Jenkins,23,shooting guard,76,215,3/6/91,us,3,Vanderbilt University,14,24,22,2,287,42,90,0.467,13,32,0.406,29,58,0.5,0.539,12,15,0.8,4,31,35,26,5,1,16,11,109,14,981000,PHO
Jon Leuer,30,power forward,82,228,5/14/89,us,4,University of Wisconsin,7,26,67,27,1255,224,466,0.481,42,110,0.382,182,356,0.511,0.526,77,101,0.762,76,297,373,72,38,30,75,125,567,13,1035000,PHO
Jordan McRae,52,point guard,78,185,3/28/91,us,0,University of Tennessee,17,24,7,0,82,11,26,0.423,3,11,0.273,8,15,0.533,0.481,12,15,0.8,2,6,8,10,3,0,6,7,37,21,61776,PHO
Kris Humphries,43,power forward,81,235,2/6/85,us,11,University of Minnesota,18,30,4,3,74,10,36,0.278,3,10,0.3,7,26,0.269,0.319,6,8,0.75,11,21,32,7,3,2,4,8,29,6,4600000,PHO
Lorenzo Brown,41,point guard,77,189,8/26/90,us,2,North Carolina State University,20,25,8,0,61,8,25,0.32,1,8,0.125,7,17,0.412,0.34,3,4,0.75,0,7,7,11,3,1,9,4,20,20,111444,PHO
Markieff Morris,11,power forward,82,245,9/2/89,us,4,University of Kansas,12,26,37,24,917,171,431,0.397,22,76,0.289,149,355,0.42,0.422,66,92,0.717,43,151,194,87,33,17,90,104,430,NA,NA,PHO
Mirza Teletovic,35,power forward,81,242,9/18/85,ba,3,NA,5,30,79,1,1686,332,777,0.427,181,460,0.393,151,317,0.476,0.544,120,155,0.774,55,247,302,89,32,21,84,159,965,4,5500000,PHO
Orlando Johnson,0,shooting guard,77,220,3/11/89,us,2,"University of California, Santa Barbara",22,26,2,0,47,5,17,0.294,1,5,0.2,4,12,0.333,0.324,5,6,0.833,3,6,9,0,2,3,1,5,16,22,55722,PHO
P.J. Tucker,17,small forward,78,245,5/5/85,us,4,University of Texas at Austin,1,30,82,80,2540,239,582,0.411,68,206,0.33,171,376,0.455,0.469,106,142,0.746,165,347,512,177,106,20,111,202,652,5,5500000,PHO
Phil Pressey,25,point guard,71,175,2/17/91,us,2,University of Missouri,16,24,9,0,113,9,23,0.391,0,5,0,9,18,0.5,0.391,4,7,0.571,3,5,8,29,7,3,14,14,22,19,111444,PHO
Ronnie Price,14,point guard,74,190,6/21/83,us,10,Utah Valley State College,8,32,62,18,1211,116,302,0.384,68,196,0.347,48,106,0.453,0.497,31,41,0.756,25,74,99,147,74,13,70,161,331,11,1499187,PHO
Sonny Weems,10,shooting guard,78,205,7/8/86,us,3,University of Arkansas,13,29,36,0,421,35,89,0.393,13,32,0.406,22,57,0.386,0.466,7,13,0.538,6,35,41,47,10,1,37,40,90,NA,NA,PHO
T.J. Warren,12,small forward,80,230,9/5/93,us,1,North Carolina State University,10,22,47,4,1070,221,441,0.501,28,70,0.4,193,371,0.52,0.533,45,64,0.703,57,90,147,44,37,16,32,94,515,9,2041080,PHO
Tyson Chandler,4,center,85,240,10/2/82,us,14,NA,6,33,66,60,1618,183,314,0.583,0,1,0,183,313,0.585,0.583,106,171,0.62,175,401,576,64,36,44,93,145,472,2,13000000,PHO
Al-Farouq Aminu,8,small forward,81,220,9/21/90,us,5,Wake Forest University,3,25,82,82,2341,299,719,0.416,126,349,0.361,173,370,0.468,0.503,115,156,0.737,98,401,499,138,72,53,120,171,839,2,7500000,POR
Allen Crabbe,23,shooting guard,78,210,4/9/92,us,2,University of California,4,23,81,8,2105,311,678,0.459,112,285,0.393,199,393,0.506,0.541,98,113,0.867,27,189,216,99,63,16,64,192,832,14,947276,POR
Brian Roberts,2,point guard,73,173,12/3/85,us,3,University of Dayton,13,30,21,0,137,23,50,0.46,6,15,0.4,17,35,0.486,0.52,8,10,0.8,2,10,12,16,3,1,7,12,60,9,2854940,POR
C.J. McCollum,3,shooting guard,76,200,9/19/91,us,2,Lehigh University,1,24,80,80,2780,641,1431,0.448,197,472,0.417,444,959,0.463,0.517,187,226,0.827,47,212,259,341,97,23,196,187,1666,12,2525160,POR
Chris Kaman,35,center,84,265,4/28/82,us,12,Central Michigan University,14,33,16,2,112,20,43,0.465,1,4,0.25,19,39,0.487,0.477,3,3,1,7,17,24,11,1,1,8,15,44,5,5000000,POR
Cliff Alexander,34,power forward,80,245,11/16/95,us,0,University of Kansas,16,20,8,0,36,5,10,0.5,0,0,NA,5,10,0.5,0.5,0,0,NA,2,4,6,0,1,2,1,1,10,18,525093,POR
Damian Lillard,0,point guard,75,195,7/15/90,us,3,Weber State University,2,25,75,75,2676,618,1474,0.419,229,610,0.375,389,864,0.45,0.497,414,464,0.892,45,257,302,512,65,28,242,165,1879,6,4236287,POR
Ed Davis,17,power forward,82,240,6/5/89,us,5,University of North Carolina,6,26,81,0,1684,206,337,0.611,0,0,NA,206,337,0.611,0.611,114,204,0.559,224,375,599,88,57,72,64,202,526,3,7000000,POR
Gerald Henderson,9,shooting guard,77,215,12/9/87,us,6,Duke University,8,28,72,0,1431,232,529,0.439,48,136,0.353,184,393,0.468,0.484,112,146,0.767,30,181,211,75,39,19,68,87,624,4,6000000,POR
Luis Montero,44,shooting guard,79,185,4/6/93,do,0,Westchester CC,15,22,12,0,42,5,19,0.263,1,9,0.111,4,10,0.4,0.289,3,4,0.75,0,4,4,1,0,0,4,1,14,16,525093,POR
Mason Plumlee,24,center,83,245,3/5/90,us,2,Duke University,5,25,82,82,2084,267,517,0.516,0,4,0,267,513,0.52,0.516,215,335,0.642,201,427,628,226,68,85,154,253,749,13,1415520,POR
Maurice Harkless,4,small forward,81,215,5/11/93,us,3,St. John's University,7,22,78,14,1457,195,411,0.474,39,140,0.279,156,271,0.576,0.522,69,111,0.622,101,179,280,67,49,35,62,124,498,8,2894059,POR
Meyers Leonard,11,power forward,85,245,2/27/92,us,3,University of Illinois at Urbana-Champaign,9,23,61,10,1333,195,435,0.448,86,228,0.377,109,207,0.527,0.547,35,46,0.761,51,263,314,92,8,18,77,183,511,7,3075880,POR
Noah Vonleh,21,power forward,82,240,8/24/95,us,1,Indiana University,10,20,78,56,1174,117,278,0.421,11,46,0.239,106,232,0.457,0.441,38,51,0.745,91,214,305,30,27,26,50,152,283,11,2637720,POR
Pat Connaughton,5,shooting guard,77,206,1/6/93,us,0,University of Notre Dame,12,23,34,0,143,13,49,0.265,5,21,0.238,8,28,0.286,0.316,5,5,1,11,21,32,10,2,0,10,6,36,17,525093,POR
Tim Frazier,10,point guard,73,170,11/1/90,us,1,Pennsylvania State University,11,25,35,1,272,20,60,0.333,3,17,0.176,17,43,0.395,0.358,8,15,0.533,11,28,39,42,10,1,27,31,51,15,845059,POR
Ben McLemore,23,shooting guard,77,195,2/11/93,us,2,University of Kansas,8,22,68,53,1443,195,455,0.429,67,185,0.362,128,270,0.474,0.502,74,103,0.718,34,114,148,79,52,10,99,140,531,8,3156600,SAC
Caron Butler,31,small forward,79,228,3/13/80,us,13,University of Connecticut,13,35,17,1,176,25,59,0.424,3,18,0.167,22,41,0.537,0.449,10,12,0.833,5,17,22,10,9,1,3,19,63,10,1499187,SAC
Darren Collison,7,point guard,72,175,8/23/87,us,6,"University of California, Los Angeles",4,28,74,15,2219,377,776,0.486,87,217,0.401,290,559,0.519,0.542,194,226,0.858,28,141,169,318,76,4,130,142,1035,6,5013559,SAC
DeMarcus Cousins,15,center,83,270,8/13/90,us,5,University of Kentucky,3,25,65,65,2246,601,1332,0.451,70,210,0.333,531,1122,0.473,0.477,476,663,0.718,158,589,747,214,101,92,249,236,1748,1,14728844,SAC
Duje Dukan,26,small forward,81,220,12/4/91,hr,0,University of Wisconsin,15,24,1,0,24,2,10,0.2,2,5,0.4,0,5,0,0.3,0,0,NA,2,2,4,1,1,0,0,2,6,16,525093,SAC
Eric Moreland,25,power forward,82,238,12/24/91,us,1,Oregon State University,14,24,8,0,48,3,6,0.5,0,0,NA,3,6,0.5,0.5,2,4,0.5,3,8,11,1,0,4,3,4,8,15,845059,SAC
James Anderson,5,shooting guard,78,213,3/25/89,us,4,Oklahoma State University,11,26,51,15,721,67,178,0.376,23,86,0.267,44,92,0.478,0.441,22,29,0.759,13,73,86,41,21,14,42,54,179,11,1015421,SAC
Kosta Koufos,41,center,84,265,2/24/89,us,7,Ohio State University,7,26,78,14,1482,236,444,0.532,0,0,NA,236,444,0.532,0.532,57,104,0.548,169,254,423,33,40,70,48,185,529,4,7500000,SAC
Marco Belinelli,3,shooting guard,77,210,3/25/86,it,8,NA,6,29,68,7,1672,245,635,0.386,91,297,0.306,154,338,0.456,0.457,115,138,0.833,10,107,117,127,37,2,80,91,696,5,6333333,SAC
Omri Casspi,18,small forward,81,225,6/22/88,il,6,NA,5,27,69,21,1880,299,622,0.481,112,274,0.409,187,348,0.537,0.571,103,159,0.648,58,352,410,95,56,17,94,154,813,9,3000000,SAC
Quincy Acy,13,power forward,79,240,10/6/90,us,3,Baylor University,10,25,59,29,876,119,214,0.556,19,49,0.388,100,165,0.606,0.6,50,68,0.735,65,123,188,27,29,24,27,103,307,12,981348,SAC
Rajon Rondo,9,point guard,73,186,2/22/86,us,9,University of Kentucky,1,29,72,72,2537,355,782,0.454,62,170,0.365,293,612,0.479,0.494,87,150,0.58,77,358,435,839,141,10,278,175,859,3,9500000,SAC
Rudy Gay,8,small forward,80,230,8/17/86,us,9,University of Connecticut,2,29,70,70,2379,466,1007,0.463,74,215,0.344,392,792,0.495,0.5,198,254,0.78,103,353,456,120,100,51,139,184,1204,2,12403101,SAC
Seth Curry,30,point guard,74,185,8/23/90,us,2,Duke University,12,25,44,9,692,102,224,0.455,50,111,0.45,52,113,0.46,0.567,45,54,0.833,9,51,60,67,22,3,36,41,299,13,947276,SAC
Willie Cauley-Stein,0,center,84,240,8/18/93,us,0,University of Kentucky,9,22,66,39,1412,191,339,0.563,0,2,0,191,337,0.567,0.563,81,125,0.648,134,218,352,37,48,66,46,146,463,7,3398280,SAC
Andre Miller,24,point guard,75,200,3/19/76,us,16,University of Utah,17,39,13,4,181,23,48,0.479,1,4,0.25,22,44,0.5,0.49,9,13,0.692,6,21,27,29,7,0,12,14,56,17,396844,SAS
Boban Marjanovic,40,center,87,290,8/15/88,rs,0,NA,12,27,54,4,508,105,174,0.603,0,0,NA,105,174,0.603,0.603,87,114,0.763,73,121,194,21,12,23,29,54,297,12,1200000,SAS
Boris Diaw,33,power forward,80,250,4/16/82,fr,12,NA,8,33,76,4,1386,202,383,0.527,25,69,0.362,177,314,0.564,0.56,56,76,0.737,58,175,233,176,26,21,97,102,485,5,7000000,SAS
Danny Green,14,shooting guard,78,215,6/22/87,us,6,University of North Carolina,3,28,79,79,2062,211,561,0.376,116,349,0.332,95,212,0.448,0.48,34,46,0.739,48,255,303,141,79,64,75,141,572,4,10000000,SAS
David West,30,power forward,81,250,8/29/80,us,12,Xavier University,7,35,78,19,1404,244,448,0.545,3,7,0.429,241,441,0.546,0.548,63,80,0.788,72,237,309,143,44,55,68,142,554,11,1499000,SAS
Jonathon Simmons,17,shooting guard,78,195,9/14/89,us,0,University of Houston,11,26,55,2,813,122,242,0.504,18,47,0.383,104,195,0.533,0.541,69,92,0.75,16,80,96,58,24,5,53,103,331,15,525093,SAS
Kawhi Leonard,2,small forward,79,230,6/29/91,us,4,San Diego State University,1,24,72,72,2380,551,1090,0.506,129,291,0.443,422,799,0.528,0.565,292,334,0.874,95,398,493,186,128,71,105,133,1523,2,16500000,SAS
Kevin Martin,23,shooting guard,79,199,2/1/83,us,11,Western Carolina University,14,32,16,1,261,30,85,0.353,11,33,0.333,19,52,0.365,0.418,28,30,0.933,4,25,29,12,9,2,13,15,99,18,317475,SAS
Kyle Anderson,1,small forward,81,230,9/20/93,us,1,"University of California, Los Angeles",9,22,78,11,1245,138,295,0.468,12,37,0.324,126,258,0.488,0.488,62,83,0.747,25,219,244,123,60,29,59,97,350,13,1142879,SAS
LaMarcus Aldridge,12,power forward,83,260,7/19/85,us,9,University of Texas at Austin,2,30,74,74,2261,536,1045,0.513,0,16,0,536,1029,0.521,0.513,259,302,0.858,176,456,632,110,38,81,99,151,1331,1,19500000,SAS
Manu Ginobili,20,shooting guard,78,205,7/28/77,ar,13,NA,10,38,58,0,1134,197,435,0.453,70,179,0.391,127,256,0.496,0.533,91,112,0.813,26,120,146,177,66,11,99,99,555,8,2814000,SAS
Matt Bonner,15,center,82,235,4/5/80,us,11,University of Florida,16,35,30,2,206,29,57,0.509,15,34,0.441,14,23,0.609,0.64,3,4,0.75,3,24,27,9,6,1,3,16,76,9,1499187,SAS
Patrick Mills,8,point guard,72,185,8/11/88,au,6,Saint Mary's College of California,5,27,81,3,1662,260,612,0.425,123,320,0.384,137,292,0.469,0.525,47,58,0.81,27,131,158,226,59,6,76,102,690,7,3578947,SAS
Rasual Butler,18,small forward,79,215,5/23/79,us,12,La Salle University,13,36,46,0,432,49,104,0.471,15,49,0.306,34,55,0.618,0.543,11,16,0.688,3,53,56,24,13,23,8,11,124,10,1499187,SAS
Ray McCallum,3,point guard,75,190,6/12/91,us,2,University of Detroit Mercy,15,24,31,3,256,27,67,0.403,5,16,0.313,22,51,0.431,0.44,9,10,0.9,6,25,31,33,5,4,11,14,68,14,947276,SAS
Tim Duncan,21,center,83,250,4/25/76,vi,18,Wake Forest University,6,39,61,60,1536,215,441,0.488,0,2,0,215,439,0.49,0.488,92,131,0.702,115,332,447,163,47,78,90,125,522,6,5000000,SAS
Tony Parker,9,point guard,74,185,5/17/82,be,14,NA,4,33,72,72,1980,350,710,0.493,27,65,0.415,323,645,0.501,0.512,130,171,0.76,17,159,176,379,54,11,131,114,857,3,13437500,SAS
Anthony Bennett,15,power forward,80,245,3/14/93,ca,2,"University of Nevada, Las Vegas",15,22,19,0,84,8,27,0.296,3,14,0.214,5,13,0.385,0.352,9,10,0.9,6,17,23,0,5,0,4,8,28,14,947276,TOR
Bismack Biyombo,8,center,81,255,8/28/92,cd,4,NA,5,23,82,22,1808,156,288,0.542,0,1,0,156,287,0.544,0.542,142,226,0.628,182,473,655,29,19,133,71,225,454,8,3000000,TOR
Bruno Caboclo,20,small forward,81,218,9/21/95,br,1,NA,16,20,6,1,43,1,12,0.083,1,7,0.143,0,5,0,0.125,0,0,NA,1,1,2,1,2,1,4,2,3,12,1524000,TOR
Cory Joseph,6,shooting guard,75,193,8/20/91,ca,4,University of Texas at Austin,3,24,80,4,2046,257,585,0.439,30,110,0.273,227,475,0.478,0.465,133,174,0.764,39,171,210,250,63,20,102,131,677,4,7000000,TOR
Delon Wright,55,point guard,77,183,4/26/92,us,0,University of Utah,13,23,27,1,229,36,80,0.45,5,13,0.385,31,67,0.463,0.481,26,35,0.743,8,29,37,31,8,3,16,7,103,13,1509360,TOR
DeMar DeRozan,10,shooting guard,79,221,8/7/89,us,6,University of Southern California,2,26,78,78,2804,614,1377,0.446,47,139,0.338,567,1238,0.458,0.463,555,653,0.85,64,285,349,315,81,21,175,167,1830,3,9500000,TOR
DeMarre Carroll,5,small forward,80,215,7/27/86,us,6,University of Missouri,10,29,26,22,786,105,270,0.389,46,118,0.39,59,152,0.388,0.474,30,50,0.6,31,91,122,27,44,6,28,63,286,1,13500000,TOR
James Johnson,3,power forward,81,250,2/20/87,us,6,Wake Forest University,9,28,57,32,926,114,240,0.475,20,66,0.303,94,174,0.54,0.517,39,68,0.574,28,98,126,67,29,33,54,84,287,10,2500000,TOR
Jason Thompson,1,center,83,250,7/21/86,us,7,Rider University,12,29,19,6,292,32,66,0.485,5,15,0.333,27,51,0.529,0.523,18,22,0.818,22,58,80,10,8,12,8,40,87,16,328955,TOR
Jonas Valanciunas,17,center,84,265,5/6/92,lt,3,NA,8,23,60,59,1557,303,536,0.565,0,0,NA,303,536,0.565,0.565,162,213,0.761,184,363,547,42,25,80,85,158,768,6,4660482,TOR
Kyle Lowry,7,point guard,73,196,3/25/86,us,9,Villanova University,1,29,77,77,2851,512,1198,0.427,212,547,0.388,300,651,0.461,0.516,398,491,0.811,55,310,365,494,158,34,225,211,1634,2,12000000,TOR
Lucas Nogueira,92,center,84,241,7/26/92,br,1,NA,14,23,29,1,225,28,44,0.636,1,3,0.333,27,41,0.659,0.648,8,15,0.533,18,28,46,7,12,12,11,29,65,11,1842000,TOR
Luis Scola,4,power forward,81,240,4/30/80,ar,8,NA,7,35,76,76,1636,269,598,0.45,65,161,0.404,204,437,0.467,0.504,61,84,0.726,84,276,360,66,46,27,68,178,664,9,3000000,TOR
Norman Powell,24,shooting guard,76,215,5/25/93,us,0,"University of California, Los Angeles",11,22,49,24,725,97,229,0.424,36,89,0.404,61,140,0.436,0.502,43,53,0.811,16,95,111,47,29,10,32,59,273,15,650000,TOR
Patrick Patterson,54,power forward,81,230,3/14/89,us,5,University of Kentucky,4,26,79,0,2020,204,493,0.414,106,293,0.362,98,200,0.49,0.521,29,34,0.853,77,265,342,94,53,32,65,128,543,5,6268675,TOR
Terrence Ross,31,small forward,79,206,2/5/91,us,3,University of Washington,6,24,73,7,1747,270,626,0.431,131,339,0.386,139,287,0.484,0.536,49,62,0.79,21,164,185,56,54,25,46,120,720,7,3553917,TOR
Alec Burks,10,shooting guard,78,214,7/20/91,us,4,University of Colorado,12,24,31,3,797,137,334,0.41,32,79,0.405,105,255,0.412,0.458,106,141,0.752,16,93,109,63,18,4,51,71,412,3,9213484,UTA
Chris Johnson,23,small forward,78,206,4/29/90,us,3,University of Dayton,11,25,70,2,857,72,194,0.371,27,99,0.273,45,95,0.474,0.441,34,42,0.81,27,105,132,45,32,20,40,100,205,14,981348,UTA
Derrick Favors,15,power forward,82,265,7/15/91,us,5,Georgia Institute of Technology,3,24,62,59,1983,418,811,0.515,0,4,0,418,807,0.518,0.515,180,254,0.709,169,334,503,94,74,91,104,150,1016,2,11933333,UTA
Elijah Millsap,13,shooting guard,78,225,8/12/87,us,1,University of Alabama at Birmingham,14,28,20,0,173,11,39,0.282,1,12,0.083,10,27,0.37,0.295,13,18,0.722,6,29,35,19,7,3,9,33,36,17,362878,UTA
Erick Green,18,point guard,76,185,5/9/91,us,1,Virginia Polytechnic Institute and State University,16,24,6,0,35,5,12,0.417,1,4,0.25,4,8,0.5,0.458,2,2,1,3,2,5,2,1,0,0,4,13,19,99418,UTA
Gordon Hayward,20,small forward,80,226,3/23/90,us,5,Butler University,1,25,80,80,2893,521,1202,0.433,143,410,0.349,378,792,0.477,0.493,393,477,0.824,61,336,397,296,95,27,202,183,1578,1,15409570,UTA
J.J. O'Brien,22,small forward,79,228,4/8/92,us,0,San Diego State University,17,23,2,0,6,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,1,1,0,1,0,0,1,0,18,105888,UTA
